company_location,company_name,company_size,industry
France,AI Innovations,S,Energy
Canada,Machine Intelligence Group,L,Automotive
Sweden,Cloud AI Solutions,L,Education
Switzerland,Cognitive Computing,S,Consulting
Austria,AI Innovations,L,Education
Australia,Algorithmic Solutions,S,Government
Japan,Neural Networks Co,M,Finance
India,Future Systems,S,Healthcare
South Korea,Autonomous Tech,M,Education
South Korea,Cognitive Computing,S,Transportation
Singapore,Machine Intelligence Group,M,Gaming
Israel,Smart Analytics,L,Automotive
Sweden,Quantum Computing Inc,M,Gaming
United Kingdom,Neural Networks Co,M,Consulting
Austria,Digital Transformation LLC,S,Technology
South Korea,Smart Analytics,L,Automotive
United Kingdom,Cloud AI Solutions,M,Transportation
Ireland,Autonomous Tech,L,Media
India,TechCorp Inc,L,Education
Ireland,DataVision Ltd,M,Healthcare
China,Smart Analytics,L,Automotive
Sweden,Cloud AI Solutions,L,Retail
United Kingdom,Advanced Robotics,M,Finance
Japan,Advanced Robotics,L,Energy
Denmark,AI Innovations,L,Retail
Netherlands,AI Innovations,M,Retail
France,Neural Networks Co,M,Government
Norway,Cloud AI Solutions,S,Automotive
United Kingdom,Autonomous Tech,M,Education
Switzerland,Cognitive Computing,M,Transportation
United Kingdom,DeepTech Ventures,L,Consulting
Israel,TechCorp Inc,S,Telecommunications
Israel,Autonomous Tech,S,Healthcare
Singapore,Autonomous Tech,L,Finance
Australia,DeepTech Ventures,L,Transportation
Denmark,Algorithmic Solutions,L,Consulting
Switzerland,Predictive Systems,S,Consulting
Netherlands,Machine Intelligence Group,M,Retail
Denmark,Advanced Robotics,L,Manufacturing
Netherlands,Future Systems,S,Healthcare
Austria,Cloud AI Solutions,M,Healthcare
Japan,AI Innovations,M,Consulting
India,Quantum Computing Inc,L,Energy
Netherlands,Quantum Computing Inc,M,Government
Netherlands,Autonomous Tech,M,Automotive
China,Algorithmic Solutions,M,Manufacturing
Japan,DataVision Ltd,S,Energy
Japan,Cloud AI Solutions,S,Government
Ireland,Neural Networks Co,L,Education
Israel,Predictive Systems,M,Gaming
United States,Digital Transformation LLC,M,Real Estate
Sweden,TechCorp Inc,M,Healthcare
France,Autonomous Tech,M,Gaming
France,Advanced Robotics,M,Automotive
Canada,Algorithmic Solutions,L,Consulting
Norway,DataVision Ltd,L,Consulting
Germany,Cloud AI Solutions,M,Consulting
Austria,Cloud AI Solutions,M,Energy
United States,TechCorp Inc,L,Education
Germany,Machine Intelligence Group,S,Transportation
France,Machine Intelligence Group,S,Automotive
France,Quantum Computing Inc,M,Manufacturing
Switzerland,AI Innovations,L,Consulting
Israel,Digital Transformation LLC,M,Consulting
United States,Digital Transformation LLC,L,Transportation
Japan,Algorithmic Solutions,S,Manufacturing
Canada,AI Innovations,M,Healthcare
United States,Cloud AI Solutions,L,Automotive
Israel,Algorithmic Solutions,S,Gaming
India,Future Systems,S,Government
United States,Quantum Computing Inc,M,Manufacturing
Israel,Neural Networks Co,M,Manufacturing
Canada,AI Innovations,M,Finance
Canada,TechCorp Inc,S,Government
Netherlands,Digital Transformation LLC,M,Technology
Singapore,Autonomous Tech,L,Gaming
Norway,Future Systems,L,Transportation
Austria,Neural Networks Co,S,Education
United Kingdom,TechCorp Inc,L,Healthcare
Australia,DeepTech Ventures,S,Automotive
France,Neural Networks Co,L,Automotive
India,Digital Transformation LLC,L,Technology
South Korea,Neural Networks Co,S,Automotive
Finland,AI Innovations,M,Technology
Singapore,Machine Intelligence Group,L,Finance
Germany,DataVision Ltd,S,Gaming
China,Cognitive Computing,M,Consulting
Australia,TechCorp Inc,M,Technology
United States,AI Innovations,S,Healthcare
Ireland,DataVision Ltd,M,Energy
South Korea,Algorithmic Solutions,S,Consulting
Germany,TechCorp Inc,S,Retail
China,DataVision Ltd,L,Real Estate
Sweden,DataVision Ltd,S,Transportation
United Kingdom,Digital Transformation LLC,L,Education
Norway,Smart Analytics,M,Media
United States,Cognitive Computing,S,Retail
Sweden,Cloud AI Solutions,M,Technology
Denmark,DataVision Ltd,L,Telecommunications
China,Neural Networks Co,S,Healthcare
South Korea,Neural Networks Co,S,Retail
Israel,DeepTech Ventures,S,Media
Singapore,Quantum Computing Inc,S,Finance
Japan,Machine Intelligence Group,M,Government
France,Quantum Computing Inc,S,Transportation
South Korea,DeepTech Ventures,M,Consulting
Austria,TechCorp Inc,M,Education
France,Cognitive Computing,S,Consulting
South Korea,Neural Networks Co,S,Media
Japan,Quantum Computing Inc,S,Real Estate
United Kingdom,Quantum Computing Inc,L,Government
China,Smart Analytics,S,Consulting
Ireland,Machine Intelligence Group,M,Consulting
Norway,DataVision Ltd,M,Technology
Netherlands,DeepTech Ventures,L,Technology
Canada,Quantum Computing Inc,L,Telecommunications
Netherlands,DeepTech Ventures,S,Healthcare
France,Autonomous Tech,S,Telecommunications
Sweden,Predictive Systems,L,Gaming
France,AI Innovations,S,Automotive
Finland,Neural Networks Co,L,Manufacturing
Finland,Future Systems,S,Energy
Finland,Cloud AI Solutions,S,Manufacturing
Germany,Neural Networks Co,L,Government
India,Digital Transformation LLC,S,Retail
United Kingdom,Neural Networks Co,L,Manufacturing
Netherlands,TechCorp Inc,M,Technology
United Kingdom,Future Systems,L,Healthcare
China,AI Innovations,S,Real Estate
Sweden,AI Innovations,S,Finance
France,Predictive Systems,L,Manufacturing
Sweden,AI Innovations,S,Telecommunications
United States,Neural Networks Co,L,Consulting
South Korea,Smart Analytics,L,Government
Norway,Machine Intelligence Group,L,Gaming
Finland,AI Innovations,L,Finance
Australia,DataVision Ltd,M,Gaming
Ireland,TechCorp Inc,M,Consulting
United Kingdom,Autonomous Tech,L,Healthcare
South Korea,Digital Transformation LLC,L,Media
Switzerland,AI Innovations,S,Media
United States,Quantum Computing Inc,L,Energy
Finland,Predictive Systems,M,Telecommunications
Netherlands,Machine Intelligence Group,L,Education
United States,Neural Networks Co,S,Finance
Denmark,Algorithmic Solutions,M,Consulting
Israel,DataVision Ltd,S,Finance
Netherlands,DeepTech Ventures,S,Media
South Korea,Machine Intelligence Group,M,Telecommunications
Australia,Advanced Robotics,L,Technology
Denmark,Future Systems,M,Automotive
India,Predictive Systems,S,Automotive
Switzerland,Advanced Robotics,M,Telecommunications
Norway,DeepTech Ventures,S,Automotive
Norway,Smart Analytics,S,Gaming
Sweden,TechCorp Inc,L,Automotive
Japan,DataVision Ltd,S,Media
Israel,Advanced Robotics,L,Manufacturing
Austria,Autonomous Tech,M,Education
Sweden,Future Systems,L,Transportation
Denmark,Neural Networks Co,S,Transportation
Germany,Smart Analytics,M,Manufacturing
Austria,Cognitive Computing,S,Consulting
France,Future Systems,L,Finance
Ireland,Smart Analytics,M,Telecommunications
Canada,Smart Analytics,M,Media
Sweden,Advanced Robotics,S,Manufacturing
Singapore,Cloud AI Solutions,S,Gaming
Germany,Digital Transformation LLC,L,Healthcare
United Kingdom,Machine Intelligence Group,M,Telecommunications
Finland,Digital Transformation LLC,S,Real Estate
France,Digital Transformation LLC,M,Technology
France,Future Systems,L,Manufacturing
Switzerland,Quantum Computing Inc,S,Finance
Netherlands,DeepTech Ventures,L,Real Estate
Singapore,Machine Intelligence Group,L,Transportation
Ireland,Predictive Systems,M,Finance
Switzerland,AI Innovations,M,Real Estate
United Kingdom,Smart Analytics,M,Government
Japan,Advanced Robotics,M,Education
Germany,Quantum Computing Inc,S,Energy
Sweden,Neural Networks Co,S,Education
India,Autonomous Tech,S,Government
United Kingdom,TechCorp Inc,L,Government
Norway,AI Innovations,M,Consulting
United Kingdom,Cognitive Computing,M,Finance
France,Predictive Systems,M,Education
China,Quantum Computing Inc,L,Transportation
Ireland,Autonomous Tech,S,Technology
Canada,Cognitive Computing,L,Real Estate
United Kingdom,Predictive Systems,M,Real Estate
United Kingdom,Autonomous Tech,M,Retail
Canada,Digital Transformation LLC,M,Manufacturing
Israel,Advanced Robotics,S,Gaming
Japan,Predictive Systems,L,Gaming
United Kingdom,Digital Transformation LLC,L,Telecommunications
Singapore,Quantum Computing Inc,S,Real Estate
Germany,Algorithmic Solutions,M,Media
Norway,Autonomous Tech,M,Energy
India,DeepTech Ventures,L,Media
France,TechCorp Inc,S,Finance
Canada,Algorithmic Solutions,S,Healthcare
Ireland,TechCorp Inc,M,Automotive
France,TechCorp Inc,L,Transportation
China,Cognitive Computing,M,Media
China,Autonomous Tech,L,Government
United Kingdom,Advanced Robotics,L,Technology
United States,Autonomous Tech,L,Transportation
Israel,Cloud AI Solutions,L,Real Estate
United Kingdom,Advanced Robotics,L,Healthcare
Ireland,Cognitive Computing,S,Education
Sweden,TechCorp Inc,M,Telecommunications
Israel,Quantum Computing Inc,L,Gaming
Israel,Algorithmic Solutions,S,Real Estate
Ireland,Smart Analytics,S,Consulting
Germany,Quantum Computing Inc,L,Retail
Sweden,Predictive Systems,M,Finance
Singapore,Neural Networks Co,M,Telecommunications
Singapore,Predictive Systems,M,Telecommunications
Denmark,Future Systems,S,Consulting
Netherlands,Cloud AI Solutions,S,Healthcare
United States,Quantum Computing Inc,S,Finance
Sweden,Algorithmic Solutions,L,Gaming
Australia,Advanced Robotics,M,Manufacturing
Japan,Digital Transformation LLC,S,Energy
Netherlands,Future Systems,L,Automotive
Switzerland,Autonomous Tech,S,Real Estate
Germany,Advanced Robotics,L,Automotive
Austria,Future Systems,L,Media
Japan,Machine Intelligence Group,L,Consulting
United Kingdom,Cognitive Computing,M,Technology
Australia,TechCorp Inc,L,Technology
China,Quantum Computing Inc,M,Transportation
India,Future Systems,M,Manufacturing
China,Smart Analytics,L,Gaming
Singapore,Cognitive Computing,S,Government
Netherlands,Future Systems,M,Government
Australia,Predictive Systems,M,Transportation
Australia,Autonomous Tech,M,Technology
Australia,Predictive Systems,M,Government
Sweden,Algorithmic Solutions,M,Telecommunications
India,DeepTech Ventures,L,Consulting
China,Algorithmic Solutions,M,Gaming
Israel,AI Innovations,M,Media
Singapore,Smart Analytics,M,Energy
Finland,Smart Analytics,S,Real Estate
Austria,Smart Analytics,M,Media
Finland,Digital Transformation LLC,L,Automotive
Netherlands,Smart Analytics,L,Telecommunications
Japan,AI Innovations,M,Real Estate
Sweden,TechCorp Inc,M,Technology
Singapore,Future Systems,L,Finance
India,Smart Analytics,S,Finance
China,Quantum Computing Inc,S,Transportation
Australia,DataVision Ltd,S,Transportation
United States,Future Systems,S,Manufacturing
Austria,Autonomous Tech,M,Energy
Norway,Smart Analytics,L,Retail
Austria,Digital Transformation LLC,M,Retail
Norway,Predictive Systems,S,Telecommunications
Finland,DataVision Ltd,S,Media
Israel,DeepTech Ventures,S,Retail
China,DeepTech Ventures,M,Technology
Ireland,TechCorp Inc,L,Real Estate
Denmark,Future Systems,L,Automotive
South Korea,Predictive Systems,L,Consulting
Denmark,Future Systems,M,Consulting
Israel,Advanced Robotics,L,Telecommunications
Singapore,Cognitive Computing,M,Consulting
Canada,DataVision Ltd,L,Telecommunications
Canada,TechCorp Inc,M,Consulting
United Kingdom,Predictive Systems,M,Manufacturing
Australia,Algorithmic Solutions,L,Technology
Singapore,Quantum Computing Inc,M,Automotive
Canada,Autonomous Tech,M,Real Estate
United Kingdom,Quantum Computing Inc,S,Retail
Norway,Future Systems,S,Retail
Australia,DataVision Ltd,S,Gaming
Finland,DataVision Ltd,L,Media
Germany,Quantum Computing Inc,M,Retail
South Korea,Neural Networks Co,M,Government
Switzerland,Quantum Computing Inc,M,Finance
Switzerland,Future Systems,M,Telecommunications
China,Machine Intelligence Group,S,Government
Denmark,Advanced Robotics,M,Media
Norway,Smart Analytics,L,Media
United Kingdom,Digital Transformation LLC,S,Transportation
United Kingdom,DataVision Ltd,L,Finance
China,Cognitive Computing,M,Gaming
Israel,Neural Networks Co,M,Finance
South Korea,Smart Analytics,M,Consulting
Sweden,Cloud AI Solutions,S,Government
France,TechCorp Inc,S,Real Estate
United Kingdom,Autonomous Tech,M,Energy
Germany,AI Innovations,S,Energy
Singapore,Advanced Robotics,M,Real Estate
Finland,AI Innovations,M,Retail
United Kingdom,Cloud AI Solutions,M,Gaming
South Korea,DeepTech Ventures,M,Government
France,Digital Transformation LLC,M,Healthcare
Switzerland,Advanced Robotics,S,Real Estate
Germany,Digital Transformation LLC,S,Healthcare
Sweden,Autonomous Tech,M,Consulting
Ireland,Predictive Systems,M,Education
Denmark,Cognitive Computing,M,Gaming
Switzerland,TechCorp Inc,L,Telecommunications
Ireland,Cognitive Computing,L,Government
India,Machine Intelligence Group,S,Education
India,Autonomous Tech,L,Healthcare
Switzerland,Neural Networks Co,M,Energy
Japan,Cloud AI Solutions,M,Education
Austria,AI Innovations,S,Manufacturing
Finland,Machine Intelligence Group,L,Energy
Austria,DeepTech Ventures,S,Technology
Netherlands,Predictive Systems,M,Gaming
Canada,AI Innovations,S,Education
Sweden,Algorithmic Solutions,L,Government
Israel,Smart Analytics,S,Transportation
Denmark,Autonomous Tech,L,Technology
Denmark,DataVision Ltd,M,Manufacturing
Switzerland,Quantum Computing Inc,L,Government
Israel,Advanced Robotics,L,Gaming
Austria,DataVision Ltd,S,Gaming
Sweden,Quantum Computing Inc,L,Healthcare
Finland,Smart Analytics,S,Automotive
Singapore,Algorithmic Solutions,S,Manufacturing
Germany,AI Innovations,L,Transportation
China,Algorithmic Solutions,S,Technology
South Korea,Advanced Robotics,S,Finance
Australia,Machine Intelligence Group,L,Gaming
Netherlands,Digital Transformation LLC,L,Retail
Ireland,Cognitive Computing,M,Automotive
South Korea,AI Innovations,M,Automotive
Singapore,Digital Transformation LLC,L,Automotive
United Kingdom,TechCorp Inc,S,Consulting
Denmark,AI Innovations,L,Technology
Netherlands,DataVision Ltd,S,Automotive
Australia,Cloud AI Solutions,L,Gaming
Switzerland,DeepTech Ventures,S,Gaming
Sweden,Predictive Systems,S,Real Estate
Ireland,DeepTech Ventures,M,Automotive
Israel,DataVision Ltd,L,Healthcare
India,Predictive Systems,S,Consulting
Australia,AI Innovations,M,Automotive
United States,Future Systems,M,Telecommunications
Finland,Quantum Computing Inc,L,Finance
Japan,Future Systems,S,Automotive
Singapore,Cloud AI Solutions,L,Retail
Germany,DeepTech Ventures,L,Automotive
Israel,Advanced Robotics,S,Automotive
South Korea,Smart Analytics,M,Telecommunications
Austria,Quantum Computing Inc,M,Consulting
Israel,Cloud AI Solutions,M,Finance
France,AI Innovations,S,Transportation
Norway,TechCorp Inc,L,Transportation
Finland,Neural Networks Co,M,Retail
Australia,Predictive Systems,L,Manufacturing
France,Cognitive Computing,S,Government
Norway,DeepTech Ventures,M,Education
Japan,DeepTech Ventures,M,Media
Germany,Neural Networks Co,M,Automotive
Canada,AI Innovations,L,Retail
Netherlands,Smart Analytics,S,Gaming
Australia,Predictive Systems,L,Finance
Sweden,AI Innovations,L,Technology
South Korea,Future Systems,S,Government
United Kingdom,DataVision Ltd,M,Retail
Australia,Digital Transformation LLC,S,Real Estate
Germany,Predictive Systems,M,Healthcare
Sweden,Machine Intelligence Group,L,Healthcare
United States,Machine Intelligence Group,L,Retail
France,DataVision Ltd,S,Government
United States,DeepTech Ventures,L,Energy
Germany,Smart Analytics,S,Finance
South Korea,Digital Transformation LLC,L,Manufacturing
Germany,AI Innovations,S,Government
Singapore,Autonomous Tech,M,Transportation
China,Cloud AI Solutions,S,Consulting
South Korea,Cognitive Computing,M,Transportation
France,Cognitive Computing,L,Consulting
United States,Smart Analytics,L,Finance
India,DeepTech Ventures,S,Retail
India,Smart Analytics,S,Telecommunications
Denmark,Advanced Robotics,S,Gaming
Norway,Machine Intelligence Group,M,Transportation
India,AI Innovations,S,Retail
South Korea,Quantum Computing Inc,L,Manufacturing
Switzerland,Predictive Systems,M,Education
Austria,DeepTech Ventures,S,Gaming
France,Smart Analytics,S,Manufacturing
Netherlands,Future Systems,S,Education
Switzerland,AI Innovations,M,Technology
United Kingdom,Smart Analytics,M,Transportation
Norway,Quantum Computing Inc,L,Finance
Netherlands,Predictive Systems,S,Telecommunications
South Korea,Cloud AI Solutions,M,Media
Australia,Neural Networks Co,S,Gaming
Denmark,Cognitive Computing,S,Finance
Canada,Advanced Robotics,M,Government
Sweden,DeepTech Ventures,S,Energy
Canada,Cognitive Computing,M,Automotive
Sweden,Machine Intelligence Group,M,Telecommunications
Ireland,DataVision Ltd,L,Media
Norway,Algorithmic Solutions,S,Finance
South Korea,Future Systems,M,Automotive
France,Neural Networks Co,L,Consulting
France,Machine Intelligence Group,M,Media
United States,Advanced Robotics,M,Finance
Finland,Advanced Robotics,M,Transportation
Sweden,TechCorp Inc,S,Healthcare
United Kingdom,Autonomous Tech,S,Finance
United States,DeepTech Ventures,S,Transportation
Germany,Smart Analytics,L,Energy
Israel,Autonomous Tech,M,Healthcare
Canada,Smart Analytics,M,Technology
United States,Machine Intelligence Group,M,Technology
Finland,Autonomous Tech,L,Education
United States,Smart Analytics,S,Media
Canada,Algorithmic Solutions,L,Real Estate
India,Predictive Systems,L,Government
India,Cognitive Computing,M,Technology
Japan,Predictive Systems,L,Consulting
Japan,Smart Analytics,L,Media
Netherlands,TechCorp Inc,L,Retail
United States,Smart Analytics,M,Transportation
France,Machine Intelligence Group,L,Automotive
United Kingdom,Digital Transformation LLC,L,Finance
Denmark,AI Innovations,M,Manufacturing
