job_title,salary_usd,salary_currency,experience_level,employment_type,company_name,remote_ratio,education_required,years_experience,posting_date,application_deadline,job_description_length,benefits_score,employee_residence
Data Scientist,68411,USD,MI,FL,Future Systems,0,Bachelor,4,2024-06-05,2024-06-20,558,6.5,India
NLP Engineer,115693,USD,EX,CT,Machine Intelligence Group,0,Associate,14,2024-02-05,2024-03-26,514,6.4,France
Data Engineer,166806,USD,SE,CT,Predictive Systems,50,PhD,7,2025-02-06,2025-04-08,1096,7.9,Singapore
Computer Vision Engineer,79219,EUR,EN,FL,Autonomous Tech,0,Bachelor,0,2024-03-23,2024-05-03,2291,9.7,Netherlands
Machine Learning Engineer,41591,USD,EN,FT,Cognitive Computing,50,Associate,0,2024-10-14,2024-12-01,2020,6.5,Austria
Research Scientist,93444,EUR,EN,FL,Algorithmic Solutions,0,PhD,1,2024-10-17,2024-12-26,1219,7.4,Netherlands
Head of AI,151865,USD,EX,FT,AI Innovations,100,Bachelor,17,2025-02-27,2025-03-28,1856,7.7,Finland
Data Engineer,154236,USD,SE,PT,AI Innovations,0,Bachelor,6,2024-09-27,2024-11-06,2251,9.1,Canada
AI Consultant,89352,USD,MI,CT,DataVision Ltd,100,Associate,4,2024-12-25,2025-01-10,628,5.9,China
AI Research Scientist,183173,USD,EX,FL,Machine Intelligence Group,0,Master,14,2024-07-20,2024-08-19,774,8.7,Sweden
AI Specialist,121826,GBP,MI,PT,Future Systems,100,PhD,3,2024-12-24,2025-03-05,704,5.1,United Kingdom
ML Ops Engineer,139592,EUR,EX,FL,Future Systems,0,Bachelor,11,2025-04-23,2025-05-14,1782,5.5,Netherlands
AI Product Manager,148784,USD,MI,FL,Smart Analytics,50,Bachelor,4,2025-01-03,2025-02-10,1639,6.1,Switzerland
Data Engineer,169188,USD,EX,FT,DataVision Ltd,50,Master,12,2024-11-21,2025-01-05,991,6.2,Ireland
AI Software Engineer,36033,USD,EN,CT,Cloud AI Solutions,100,Bachelor,0,2024-07-11,2024-08-04,1614,5.8,Switzerland
NLP Engineer,90697,EUR,MI,CT,Autonomous Tech,50,PhD,3,2024-04-22,2024-07-01,1198,8.9,Netherlands
AI Product Manager,190864,EUR,EX,FT,Machine Intelligence Group,100,Associate,13,2025-01-05,2025-02-26,2221,5.8,Germany
Machine Learning Researcher,46444,USD,EN,CT,Neural Networks Co,100,Bachelor,0,2024-10-24,2024-11-08,2390,8.2,South Korea
Deep Learning Engineer,106729,USD,MI,FT,Cognitive Computing,50,Bachelor,4,2024-03-23,2024-04-29,1161,6.2,Israel
Machine Learning Researcher,84819,EUR,EN,CT,DeepTech Ventures,50,Master,0,2024-07-05,2024-08-23,2340,7.2,Netherlands
Research Scientist,86820,USD,MI,FT,Cognitive Computing,100,Master,4,2024-02-06,2024-04-10,944,6.0,Ireland
AI Consultant,77359,USD,MI,PT,Neural Networks Co,50,Bachelor,3,2024-06-01,2024-06-17,1196,5.1,Sweden
Data Engineer,40265,USD,EN,CT,DeepTech Ventures,50,Master,0,2024-12-05,2025-01-29,1271,7.9,Finland
Head of AI,148057,USD,EX,FT,Cognitive Computing,100,Associate,18,2024-04-26,2024-06-18,1017,8.2,Japan
Computer Vision Engineer,93718,USD,SE,CT,Digital Transformation LLC,50,Associate,7,2024-03-27,2024-05-19,1910,8.8,Austria
Robotics Engineer,39374,USD,EN,FL,Neural Networks Co,100,PhD,1,2024-02-28,2024-05-03,663,7.1,Finland
Autonomous Systems Engineer,143355,USD,EX,FL,Predictive Systems,0,Associate,18,2024-12-30,2025-01-13,1317,6.3,China
Autonomous Systems Engineer,110716,USD,EX,FT,Quantum Computing Inc,50,Master,18,2025-01-27,2025-02-11,2137,5.1,Austria
AI Software Engineer,105732,USD,SE,FT,Machine Intelligence Group,50,Associate,5,2024-05-11,2024-06-05,1341,6.8,Israel
Robotics Engineer,245186,GBP,EX,FL,Cloud AI Solutions,50,PhD,14,2025-01-11,2025-03-08,562,5.5,United Kingdom
Head of AI,56358,USD,MI,PT,Machine Intelligence Group,0,Master,4,2024-07-23,2024-08-16,647,5.1,South Korea
Data Scientist,208249,EUR,EX,PT,Machine Intelligence Group,0,Associate,15,2024-01-06,2024-03-06,2452,5.3,France
AI Research Scientist,45024,USD,EN,FL,Cloud AI Solutions,0,Associate,0,2024-09-03,2024-09-30,760,6.5,United Kingdom
Machine Learning Researcher,167633,USD,SE,FL,DataVision Ltd,100,PhD,5,2024-02-11,2024-04-14,2031,6.2,Norway
NLP Engineer,76436,USD,SE,FL,Advanced Robotics,0,Associate,6,2025-04-26,2025-06-03,762,9.4,Ireland
AI Architect,96735,USD,SE,CT,TechCorp Inc,50,Master,5,2025-01-02,2025-01-25,632,7.7,South Korea
Robotics Engineer,88951,USD,MI,CT,Neural Networks Co,0,PhD,2,2024-04-28,2024-05-20,543,5.5,Canada
AI Architect,122080,USD,SE,CT,TechCorp Inc,50,Master,7,2024-10-05,2024-10-26,2323,6.6,Austria
Data Scientist,95529,USD,MI,PT,Autonomous Tech,50,Master,2,2024-09-02,2024-11-09,2175,7.3,Australia
Machine Learning Researcher,104720,USD,MI,FL,Digital Transformation LLC,0,PhD,4,2024-04-29,2024-05-21,1105,6.9,Switzerland
Deep Learning Engineer,61882,USD,EN,FL,Cognitive Computing,100,Associate,0,2025-03-10,2025-04-01,1753,9.2,Canada
Principal Data Scientist,171522,GBP,EX,PT,Smart Analytics,100,PhD,19,2024-04-17,2024-05-20,1187,7.8,Ireland
Machine Learning Researcher,120496,USD,EX,CT,Algorithmic Solutions,0,Associate,14,2025-04-10,2025-06-06,995,5.6,United Kingdom
NLP Engineer,50532,USD,MI,PT,Neural Networks Co,0,Bachelor,3,2024-04-30,2024-06-15,1635,9.1,China
AI Software Engineer,189564,EUR,EX,FL,Autonomous Tech,50,Master,17,2024-07-24,2024-10-04,2154,9.6,France
ML Ops Engineer,88824,USD,EN,FL,AI Innovations,50,Associate,0,2024-09-07,2024-10-25,1464,6.5,Denmark
Head of AI,216805,USD,EX,CT,Predictive Systems,50,Bachelor,19,2024-09-21,2024-11-06,1780,6.2,Denmark
Machine Learning Engineer,122569,USD,SE,FT,AI Innovations,0,Bachelor,8,2024-11-02,2024-12-30,1564,6.0,China
AI Specialist,80739,USD,EN,FL,Neural Networks Co,0,Bachelor,0,2024-09-19,2024-11-04,677,9.8,Australia
Data Scientist,100893,USD,EN,PT,Quantum Computing Inc,0,Bachelor,1,2024-06-04,2024-08-15,2080,9.2,United Kingdom
AI Software Engineer,126301,USD,SE,FL,Advanced Robotics,0,Bachelor,5,2024-06-05,2024-07-05,1000,7.5,Australia
Autonomous Systems Engineer,35148,USD,EN,FT,Predictive Systems,50,Bachelor,1,2024-06-13,2024-07-01,2078,7.5,China
Autonomous Systems Engineer,89841,EUR,EN,PT,Autonomous Tech,0,PhD,0,2024-12-15,2025-02-23,2037,6.3,Germany
AI Product Manager,82296,GBP,MI,FL,Cloud AI Solutions,0,Bachelor,3,2025-03-05,2025-04-19,2012,9.6,United Kingdom
Machine Learning Researcher,40436,USD,EN,FT,Cognitive Computing,50,Bachelor,0,2024-08-05,2024-09-12,2007,8.1,Japan
Data Engineer,235948,USD,EX,FL,Cloud AI Solutions,0,Bachelor,19,2024-07-10,2024-09-15,1273,9.2,United States
Principal Data Scientist,77344,USD,SE,PT,Cloud AI Solutions,50,PhD,5,2024-06-03,2024-08-10,1840,9.9,Japan
AI Consultant,88022,USD,SE,FT,Digital Transformation LLC,50,Bachelor,7,2024-09-14,2024-10-20,2070,6.6,Netherlands
Data Engineer,64475,USD,MI,FL,Cognitive Computing,100,PhD,3,2024-12-02,2025-01-31,1545,8.0,China
NLP Engineer,131563,EUR,EX,PT,Advanced Robotics,0,Master,13,2024-01-25,2024-02-15,886,9.0,Israel
Machine Learning Researcher,179995,USD,EX,FT,DataVision Ltd,0,PhD,10,2025-02-13,2025-03-24,1326,8.1,Denmark
AI Specialist,101868,EUR,MI,FT,Quantum Computing Inc,100,Master,4,2024-12-08,2025-02-14,1577,5.8,Netherlands
Data Analyst,176235,USD,EX,FT,Predictive Systems,100,PhD,18,2024-05-04,2024-06-09,2111,6.7,France
Deep Learning Engineer,158757,EUR,SE,FL,Smart Analytics,50,Associate,7,2024-02-07,2024-03-06,1639,8.1,Netherlands
Data Analyst,101466,USD,SE,FL,AI Innovations,0,Master,9,2024-01-02,2024-02-07,1876,7.3,Finland
Data Analyst,113856,EUR,SE,FL,Algorithmic Solutions,100,Associate,9,2025-02-17,2025-03-25,1192,9.2,Netherlands
Machine Learning Researcher,91245,EUR,MI,FL,Quantum Computing Inc,100,Bachelor,3,2024-11-29,2025-01-25,1957,8.1,United Kingdom
Machine Learning Engineer,49686,USD,MI,PT,AI Innovations,100,Associate,4,2024-05-24,2024-08-03,1144,8.6,Austria
Deep Learning Engineer,110449,USD,SE,PT,Future Systems,50,PhD,7,2024-11-27,2025-01-22,2131,6.2,South Korea
ML Ops Engineer,79829,USD,SE,PT,Algorithmic Solutions,100,Master,8,2024-02-14,2024-03-24,1118,8.0,Netherlands
AI Product Manager,191753,GBP,EX,CT,Future Systems,100,PhD,14,2024-01-05,2024-02-14,2440,9.0,United Kingdom
Machine Learning Engineer,132424,USD,EX,CT,DeepTech Ventures,50,Master,16,2025-04-29,2025-06-16,1776,9.6,Australia
Computer Vision Engineer,116877,EUR,SE,FL,Smart Analytics,50,Master,6,2024-02-10,2024-03-20,1539,9.4,France
AI Research Scientist,33628,USD,EN,PT,Predictive Systems,0,Master,0,2024-06-22,2024-08-27,1286,9.8,Ireland
Robotics Engineer,85549,USD,SE,FL,DataVision Ltd,0,PhD,7,2025-01-12,2025-03-13,1915,8.0,Canada
AI Software Engineer,47013,EUR,EN,CT,Quantum Computing Inc,0,PhD,1,2024-11-17,2025-01-12,1362,8.1,Germany
Head of AI,287048,EUR,EX,FL,Digital Transformation LLC,50,Master,10,2025-04-20,2025-06-25,506,7.0,Netherlands
Deep Learning Engineer,271783,USD,EX,FL,Future Systems,50,Associate,10,2024-09-25,2024-11-10,1966,9.7,China
NLP Engineer,67140,USD,MI,FL,TechCorp Inc,0,Bachelor,2,2025-02-18,2025-03-12,796,6.7,Sweden
Data Engineer,160721,USD,SE,FT,Cognitive Computing,100,Master,7,2024-06-14,2024-08-21,1262,6.6,United States
Data Analyst,44718,USD,EN,PT,Advanced Robotics,0,PhD,0,2024-02-04,2024-02-20,1939,6.5,Denmark
Data Scientist,67062,USD,MI,CT,Autonomous Tech,100,PhD,2,2024-01-08,2024-02-29,923,7.3,Denmark
Principal Data Scientist,81285,USD,MI,FL,DataVision Ltd,50,PhD,4,2024-03-01,2024-03-25,795,7.2,Singapore
AI Product Manager,182318,USD,EX,PT,DataVision Ltd,50,Master,11,2024-08-15,2024-09-29,706,8.9,Singapore
Research Scientist,105608,USD,MI,FL,Autonomous Tech,50,Master,4,2025-02-19,2025-03-09,688,6.7,United States
AI Architect,138250,USD,MI,PT,Digital Transformation LLC,50,Master,2,2024-06-20,2024-08-20,2061,7.8,Norway
Research Scientist,133237,EUR,SE,FT,DeepTech Ventures,100,Associate,7,2024-12-02,2025-01-26,1589,7.9,Germany
AI Software Engineer,116478,EUR,SE,FL,Predictive Systems,100,Associate,7,2024-12-05,2024-12-19,2268,8.7,France
Principal Data Scientist,85001,USD,MI,FT,Advanced Robotics,100,Associate,4,2024-10-19,2024-11-05,1529,8.3,Canada
Principal Data Scientist,129840,USD,SE,PT,Algorithmic Solutions,100,Master,7,2025-03-08,2025-04-30,1687,6.8,Australia
Robotics Engineer,58476,USD,MI,PT,Cognitive Computing,0,Master,3,2024-06-01,2024-06-23,2199,9.6,Ireland
AI Architect,168142,USD,EX,CT,Quantum Computing Inc,0,Master,10,2024-04-14,2024-05-17,1512,6.8,Canada
AI Specialist,34386,USD,EN,FL,Cloud AI Solutions,50,Master,0,2024-01-11,2024-01-30,1982,9.2,Finland
Data Analyst,96090,USD,SE,PT,Smart Analytics,100,PhD,9,2024-08-30,2024-09-14,1771,9.3,Netherlands
AI Product Manager,56516,USD,EN,FT,TechCorp Inc,50,PhD,0,2024-02-03,2024-03-28,1037,7.3,Finland
Data Engineer,49653,USD,MI,FL,Advanced Robotics,50,PhD,4,2024-10-17,2024-12-09,2377,7.5,India
Data Analyst,134669,EUR,SE,PT,Machine Intelligence Group,100,Associate,7,2025-04-17,2025-06-05,1746,7.0,Netherlands
Data Engineer,84056,USD,MI,FT,Cognitive Computing,100,Master,4,2024-11-28,2025-01-19,1403,6.6,Denmark
Computer Vision Engineer,160559,USD,SE,FT,Neural Networks Co,100,Master,7,2024-12-29,2025-03-07,1382,8.5,Denmark
AI Research Scientist,55162,USD,EN,CT,Cloud AI Solutions,100,Master,0,2025-02-13,2025-03-06,526,5.5,Germany
Principal Data Scientist,64691,EUR,EN,FT,Predictive Systems,100,Associate,1,2025-02-17,2025-03-27,850,7.8,France
Data Scientist,154620,USD,EX,FT,DeepTech Ventures,0,Master,10,2024-12-12,2025-02-04,859,5.1,Sweden
AI Software Engineer,96383,USD,EX,FT,Algorithmic Solutions,50,PhD,16,2025-03-03,2025-05-01,2318,7.4,India
AI Consultant,147767,USD,SE,CT,DataVision Ltd,0,Bachelor,7,2024-12-04,2025-02-06,1487,6.4,Canada
AI Specialist,159343,EUR,EX,PT,Cloud AI Solutions,50,Associate,14,2024-09-02,2024-09-17,582,5.2,France
Head of AI,155430,USD,SE,CT,Digital Transformation LLC,50,Associate,6,2024-07-19,2024-08-02,2111,5.5,United States
AI Architect,46485,USD,MI,FL,DeepTech Ventures,50,Associate,2,2024-03-06,2024-04-13,2059,5.6,South Korea
Research Scientist,198464,EUR,EX,PT,Advanced Robotics,0,Associate,16,2025-04-26,2025-06-10,1696,8.7,Germany
Data Analyst,156380,USD,EX,FL,Neural Networks Co,100,PhD,18,2024-10-22,2024-11-30,2389,6.4,Japan
Data Analyst,178054,USD,SE,PT,Future Systems,0,Master,8,2024-10-09,2024-11-29,1395,6.3,United States
Research Scientist,72559,USD,MI,PT,AI Innovations,50,Bachelor,4,2024-07-27,2024-08-17,2143,5.4,Singapore
AI Specialist,115872,USD,SE,PT,Smart Analytics,100,Associate,8,2024-01-20,2024-02-15,502,7.8,Finland
AI Product Manager,185914,USD,EX,CT,Digital Transformation LLC,50,PhD,16,2025-01-07,2025-01-25,2020,8.9,Japan
Data Scientist,77330,EUR,EN,PT,Neural Networks Co,50,PhD,0,2024-07-24,2024-09-07,2442,5.2,Netherlands
AI Software Engineer,203714,USD,EX,FT,Machine Intelligence Group,100,Master,11,2025-04-26,2025-06-02,1591,8.4,Canada
Machine Learning Engineer,67669,USD,MI,CT,Algorithmic Solutions,50,Associate,4,2024-12-14,2025-02-04,2141,6.4,India
Principal Data Scientist,185958,USD,EX,PT,Cognitive Computing,100,PhD,13,2024-04-07,2024-04-23,1935,5.8,United States
Head of AI,88025,USD,MI,CT,Cloud AI Solutions,50,Bachelor,4,2025-02-25,2025-03-23,508,6.8,United States
Autonomous Systems Engineer,169490,USD,EX,FL,DataVision Ltd,0,PhD,10,2024-08-03,2024-10-05,1825,5.5,Switzerland
Data Engineer,103035,USD,EX,PT,Future Systems,100,PhD,11,2024-01-01,2024-02-27,1072,7.5,Singapore
ML Ops Engineer,49427,USD,EN,FL,DataVision Ltd,100,Bachelor,0,2025-01-11,2025-02-11,2282,5.5,South Korea
Data Scientist,112931,USD,EX,CT,Cognitive Computing,50,PhD,10,2024-12-20,2025-02-01,546,8.9,South Korea
ML Ops Engineer,304967,USD,EX,FL,Machine Intelligence Group,50,Master,11,2024-01-18,2024-02-04,1852,8.0,Denmark
AI Specialist,152370,EUR,SE,FL,Smart Analytics,100,PhD,9,2024-06-20,2024-08-19,790,7.8,Ireland
Research Scientist,123598,USD,SE,CT,Autonomous Tech,100,Master,8,2024-11-08,2025-01-18,1958,6.0,Netherlands
Principal Data Scientist,56803,USD,EN,FL,DataVision Ltd,100,Bachelor,0,2024-08-23,2024-10-20,1519,5.2,Israel
ML Ops Engineer,148826,EUR,EX,FT,Autonomous Tech,0,PhD,13,2024-03-27,2024-04-30,1901,6.7,Netherlands
ML Ops Engineer,124740,EUR,SE,FL,Advanced Robotics,100,Master,9,2024-07-14,2024-08-30,2427,7.3,Germany
AI Specialist,220546,USD,EX,CT,Predictive Systems,50,Associate,14,2025-04-10,2025-06-05,2070,5.7,Netherlands
AI Software Engineer,80273,EUR,EN,CT,Predictive Systems,100,Associate,0,2024-03-03,2024-03-27,640,9.9,France
AI Software Engineer,202659,USD,EX,FL,Quantum Computing Inc,100,Master,14,2024-05-10,2024-06-27,1937,6.9,Sweden
AI Consultant,73778,USD,MI,FT,TechCorp Inc,0,PhD,3,2024-01-05,2024-01-20,2454,5.2,Canada
Data Engineer,119694,USD,EX,FL,Cognitive Computing,0,Bachelor,17,2024-10-07,2024-12-08,2295,6.1,United Kingdom
AI Specialist,92485,USD,MI,FT,Digital Transformation LLC,0,Bachelor,3,2024-03-21,2024-05-26,1827,6.1,Singapore
Autonomous Systems Engineer,163314,USD,SE,PT,Digital Transformation LLC,0,PhD,7,2025-02-12,2025-03-25,1966,8.7,Netherlands
Machine Learning Researcher,53495,USD,EN,PT,AI Innovations,100,Associate,1,2024-10-07,2024-10-27,1682,5.5,Japan
ML Ops Engineer,45005,USD,EN,FL,DeepTech Ventures,50,Associate,0,2024-12-20,2025-02-08,1076,8.5,China
Head of AI,207953,EUR,EX,FT,DataVision Ltd,50,Bachelor,12,2024-06-09,2024-07-28,1783,6.8,Germany
Machine Learning Researcher,151584,USD,EX,FT,Advanced Robotics,100,Master,16,2024-10-21,2024-12-27,1235,8.1,India
ML Ops Engineer,72809,EUR,EN,PT,Machine Intelligence Group,0,Master,1,2024-08-19,2024-10-30,722,5.2,Ireland
Data Scientist,117828,USD,MI,FT,Digital Transformation LLC,0,Bachelor,3,2024-05-26,2024-08-05,1437,7.9,Denmark
Data Engineer,174266,USD,SE,CT,Cloud AI Solutions,0,Associate,5,2025-01-14,2025-03-19,2173,7.2,Singapore
Data Scientist,45897,USD,EN,FT,Neural Networks Co,0,Master,0,2024-07-30,2024-09-26,716,7.7,United States
AI Software Engineer,119580,USD,SE,FT,AI Innovations,0,Associate,9,2024-01-08,2024-03-05,783,9.0,Canada
Data Analyst,289303,USD,EX,FL,TechCorp Inc,50,PhD,17,2024-12-05,2025-01-14,2389,5.4,Denmark
AI Architect,115318,GBP,MI,CT,Cognitive Computing,50,Bachelor,3,2024-10-30,2024-11-27,1098,8.5,Israel
Data Engineer,89294,USD,MI,CT,Advanced Robotics,50,Associate,2,2025-01-02,2025-03-10,553,9.3,United Kingdom
Autonomous Systems Engineer,105121,EUR,MI,FT,Machine Intelligence Group,0,PhD,4,2024-07-10,2024-09-15,2268,5.0,Germany
Robotics Engineer,110442,EUR,MI,FL,DeepTech Ventures,50,Associate,3,2024-11-11,2025-01-09,697,8.6,Netherlands
AI Product Manager,229512,USD,EX,FL,Neural Networks Co,0,Associate,10,2024-06-18,2024-07-28,1794,5.4,Ireland
AI Software Engineer,142234,USD,SE,PT,DataVision Ltd,0,Associate,9,2024-11-01,2025-01-13,635,9.7,Canada
AI Research Scientist,103547,USD,MI,FT,Cloud AI Solutions,100,PhD,2,2024-07-10,2024-08-02,2186,6.5,Sweden
Principal Data Scientist,39410,USD,EN,PT,Cognitive Computing,100,Bachelor,0,2025-04-09,2025-05-13,772,7.6,Japan
Principal Data Scientist,82657,EUR,EN,FT,Autonomous Tech,100,PhD,1,2024-06-01,2024-08-03,1497,8.0,Canada
Robotics Engineer,94508,EUR,SE,FL,Quantum Computing Inc,0,Bachelor,8,2024-07-07,2024-08-04,998,9.0,Germany
ML Ops Engineer,70831,USD,MI,FT,Cloud AI Solutions,100,Associate,2,2024-07-10,2024-08-11,1188,7.2,South Korea
Head of AI,85892,USD,SE,FT,Predictive Systems,0,PhD,7,2025-03-08,2025-05-12,1019,9.7,India
Data Scientist,83823,USD,MI,CT,Cloud AI Solutions,50,Master,2,2024-03-14,2024-05-13,1346,8.0,Australia
ML Ops Engineer,74266,USD,MI,FT,Predictive Systems,50,Associate,2,2024-12-17,2025-02-14,2169,5.3,United Kingdom
Deep Learning Engineer,65254,USD,MI,FL,Machine Intelligence Group,50,Associate,3,2024-12-23,2025-02-27,556,5.5,Austria
AI Software Engineer,82721,USD,SE,PT,AI Innovations,0,Bachelor,9,2025-02-05,2025-04-10,913,5.3,Austria
Robotics Engineer,158253,USD,MI,CT,Cognitive Computing,50,Master,2,2024-06-08,2024-06-22,1469,8.2,Switzerland
AI Architect,112732,USD,SE,FL,Advanced Robotics,0,Associate,7,2025-01-03,2025-01-24,2009,5.3,Singapore
Research Scientist,114550,EUR,SE,FL,Predictive Systems,0,Associate,8,2024-12-16,2025-01-14,2391,5.7,Germany
AI Software Engineer,50260,EUR,EN,FT,AI Innovations,100,PhD,1,2024-06-01,2024-06-20,1536,8.7,France
Principal Data Scientist,139341,USD,SE,PT,Machine Intelligence Group,100,Associate,5,2024-02-29,2024-05-12,1774,6.8,Finland
ML Ops Engineer,247764,USD,EX,FT,DataVision Ltd,0,PhD,18,2025-04-17,2025-05-20,791,8.7,Norway
Machine Learning Engineer,46921,USD,EN,FT,Quantum Computing Inc,100,PhD,0,2024-10-06,2024-12-10,811,5.4,South Korea
AI Product Manager,53558,USD,EN,PT,Smart Analytics,50,Bachelor,0,2024-11-25,2025-01-02,780,9.9,United States
Computer Vision Engineer,74444,GBP,EN,FL,DeepTech Ventures,0,Master,1,2024-04-19,2024-05-19,1391,5.3,Israel
AI Specialist,148620,USD,SE,PT,Cloud AI Solutions,100,PhD,7,2025-01-09,2025-02-18,1996,7.6,Sweden
Head of AI,178949,USD,EX,FL,Cognitive Computing,0,Bachelor,14,2024-01-03,2024-02-08,1890,7.8,Switzerland
Head of AI,88711,USD,MI,PT,AI Innovations,100,PhD,2,2024-02-20,2024-03-28,2411,9.9,Austria
NLP Engineer,205409,USD,EX,FT,Algorithmic Solutions,50,Master,15,2024-07-01,2024-08-27,1928,9.5,Japan
Machine Learning Researcher,76905,GBP,MI,PT,Cloud AI Solutions,50,Master,4,2024-05-15,2024-05-31,1597,7.0,United Kingdom
Machine Learning Researcher,103770,USD,EX,FT,Neural Networks Co,100,Bachelor,10,2025-04-27,2025-05-12,1815,7.7,Japan
AI Architect,50056,USD,MI,FL,Future Systems,50,Bachelor,4,2025-01-12,2025-01-28,1204,6.1,India
Machine Learning Researcher,153259,USD,SE,FT,DeepTech Ventures,100,Associate,8,2024-02-17,2024-03-25,752,9.0,Norway
Data Analyst,105735,EUR,MI,FT,Algorithmic Solutions,0,Master,2,2024-06-24,2024-08-19,2430,5.7,Canada
Machine Learning Researcher,51000,USD,EN,FT,Autonomous Tech,0,PhD,0,2024-02-14,2024-04-09,1294,6.1,South Korea
AI Architect,96942,GBP,MI,FT,AI Innovations,0,Associate,3,2024-01-01,2024-01-29,1436,8.1,United Kingdom
NLP Engineer,61453,USD,MI,PT,Cognitive Computing,50,PhD,4,2024-07-15,2024-08-02,1405,9.4,Germany
ML Ops Engineer,259189,USD,EX,PT,Machine Intelligence Group,50,PhD,17,2024-03-13,2024-04-01,1902,8.1,Switzerland
Deep Learning Engineer,114378,USD,SE,FL,Smart Analytics,50,Associate,8,2025-01-12,2025-03-22,1905,8.8,Israel
AI Product Manager,143005,USD,EX,PT,Quantum Computing Inc,100,Master,10,2024-07-28,2024-10-06,1773,6.6,Austria
AI Software Engineer,89670,GBP,MI,FL,Neural Networks Co,50,Bachelor,3,2025-02-02,2025-03-04,851,9.4,United Kingdom
AI Product Manager,289996,USD,EX,PT,Predictive Systems,50,Associate,11,2025-03-15,2025-05-22,906,5.7,Denmark
AI Product Manager,95821,USD,EX,CT,Digital Transformation LLC,100,Associate,18,2024-02-21,2024-04-17,1103,5.5,Austria
AI Product Manager,152223,USD,SE,FT,TechCorp Inc,100,PhD,5,2025-03-05,2025-04-25,2141,6.1,Norway
AI Consultant,73420,USD,MI,PT,Smart Analytics,50,Bachelor,3,2024-02-22,2024-03-18,1812,9.2,China
Machine Learning Researcher,93402,USD,EX,FL,TechCorp Inc,100,Master,11,2024-08-09,2024-09-24,853,5.7,Netherlands
AI Architect,78339,GBP,MI,FL,Cloud AI Solutions,0,Bachelor,2,2024-05-23,2024-08-01,1164,6.4,United Kingdom
AI Research Scientist,105457,USD,SE,PT,Autonomous Tech,0,Bachelor,5,2025-03-02,2025-05-02,714,7.1,France
Data Engineer,195522,USD,EX,FL,TechCorp Inc,0,Bachelor,17,2024-10-12,2024-11-18,742,8.8,India
AI Specialist,105565,USD,SE,FL,DataVision Ltd,100,PhD,9,2025-04-23,2025-06-06,708,8.2,South Korea
AI Consultant,92597,USD,SE,FL,Autonomous Tech,100,Bachelor,8,2025-04-02,2025-05-01,1317,9.1,India
Head of AI,95103,USD,SE,CT,Predictive Systems,100,Associate,6,2024-03-14,2024-04-17,1645,9.6,Israel
Head of AI,49574,USD,EN,CT,Smart Analytics,50,PhD,0,2024-06-13,2024-07-12,1558,7.7,Norway
Data Scientist,133805,USD,SE,PT,Cloud AI Solutions,100,Bachelor,7,2024-05-08,2024-06-08,1388,6.2,Sweden
Robotics Engineer,88707,GBP,MI,CT,Advanced Robotics,0,Master,4,2024-11-06,2025-01-18,1326,8.9,United Kingdom
Principal Data Scientist,173797,USD,EX,FT,DataVision Ltd,100,PhD,18,2024-01-09,2024-01-28,738,9.0,South Korea
AI Architect,75359,USD,MI,FL,Advanced Robotics,50,Bachelor,3,2025-04-25,2025-05-31,670,6.0,Japan
AI Architect,145109,USD,MI,PT,AI Innovations,0,Master,4,2024-06-13,2024-07-06,1472,7.2,Denmark
Data Engineer,77204,USD,MI,FL,AI Innovations,100,Bachelor,2,2025-02-10,2025-03-25,2264,9.0,Japan
